#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
VI	220347	221442	YFR031C-A	.	-	220347	221442	0	1	1095	220345	Q4
II	579011	581467	YBR172C	.	-	579011	581467	0	1	2456	579006	Q4
IV	221522	221819	YDL133C-A	.	-	221522	221819	0	1	297	221520	Q4
VI	95730	97252	YFL021C-A	.	-	95730	97252	0	1	1522	95721	Q4
V	101852	102394	YEL026W	.	+	101852	102394	0	1	542	101851	Q4
VII	802186	805155	YGR157W	.	+	802186	805155	0	1	2969	802178	Q4
XV	135836	136500	YOL097W-A	.	+	135836	136500	0	1	664	135835	Q4
VIII	411356	412447	YHR156C	.	-	411356	412447	0	1	1091	411352	Q4
IV	507900	509591	YDR033W	.	+	507900	509591	0	1	1691	507895	Q4
XVI	731132	731783	YPR102C	.	-	731132	731783	0	1	651	731125	Q4
VII	805043	806073	YGR158C	.	-	805043	806073	0	1	1030	805035	Q4
X	411162	413419	YJL012C	.	-	411162	413419	0	1	2257	411158	Q4
VII	545586	546172	YGR030C	.	-	545586	546172	0	1	586	545581	Q4
VII	920555	921921	YGR214W	.	+	920555	921921	0	1	1366	920546	Q4
XIII	298841	300550	YMR014W	.	+	298841	300550	0	1	1709	298839	Q4
IV	1301581	1302194	YDR418W	.	+	1301581	1302194	0	1	613	1301580	Q4
XV	251059	252697	YOL041C	.	-	251059	252697	0	1	1638	251057	Q4
VIII	160728	161695	YHR026W	.	+	160728	161695	0	1	967	160727	Q4
XII	720669	721467	YLR293C	.	-	720669	721467	0	1	798	720662	Q4
IV	1239410	1239969	YDR382W	.	+	1239410	1239969	0	1	559	1239409	Q4
XV	254268	254811	YOL039W	.	+	254268	254811	0	1	543	254266	Q4
IV	219579	221242	YDL134C	.	-	219579	221242	0	1	1663	219577	Q4
I	130743	132082	YAL012W	.	+	130743	132082	0	1	1339	130742	Q4
XVI	819693	821446	YPR144C	.	-	819693	821446	0	1	1753	819685	Q4
XI	615635	617735	YKR093W	.	+	615635	617735	0	1	2100	615629	Q4
X	90764	91762	YJL177W	.	+	90764	91762	0	1	998	90755	Q4
XV	110240	110792	YOL109W	.	+	110240	110792	0	1	552	110239	Q4
IV	116277	116925	YDL192W	.	+	116277	116925	0	1	648	116276	Q4
XVI	370945	373158	YPL093W	.	+	370945	373158	0	1	2213	370942	Q4
XII	94711	95357	YLL025W	.	+	94711	95357	0	1	646	94702	Q4
VII	87508	89733	YGL215W	.	+	87508	89733	0	1	2225	87500	Q4
XV	649274	651833	YOR168W	.	+	649274	651833	0	1	2559	649268	Q4
IV	1183250	1184309	YDR353W	.	+	1183250	1184309	0	1	1059	1183249	Q4
X	156421	157306	YJL136C	.	-	156421	157306	0	1	885	156420	Q4
XV	407063	408265	YOR040W	.	+	407063	408265	0	1	1202	407059	Q4
III	163325	163990	YCR025C	.	-	163325	163990	0	1	665	163324	Q4
IV	580649	582368	YDR065W	.	+	580649	582368	0	1	1719	580644	Q4
XI	330805	334018	YKL057C	.	-	330805	334018	0	1	3213	330802	Q4
VII	226363	227617	YGL148W	.	+	226363	227617	0	1	1254	226361	Q4
IV	229105	229593	YDL130W-A	.	+	229105	229593	0	1	488	229103	Q4
XI	336321	338850	YKL054C	.	-	336321	338850	0	1	2529	336318	Q4
V	234928	235558	YER042W	.	+	234928	235558	0	1	630	234926	Q4
XI	514990	516976	YKR039W	.	+	514990	516976	0	1	1986	514985	Q4
XIII	159360	159961	YML058W	.	+	159360	159961	0	1	601	159359	Q4
IV	489485	490942	YDR023W	.	+	489485	490942	0	1	1457	489481	Q4
XVI	407751	408801	YPL078C	.	-	407751	408801	0	1	1050	407747	Q4
VIII	470851	471533	YHR182C-A	.	-	470851	471533	0	1	682	470847	Q4
VII	970533	973967	YGR240C	.	-	970533	973967	0	1	3434	970524	Q4
XII	515205	516658	YLR180W	.	+	515205	516658	0	1	1453	515200	Q4
VII	846763	848450	YGR175C	.	-	846763	848450	0	1	1687	846755	Q4
XIII	759579	762071	YMR246W	.	+	759579	762071	0	1	2492	759572	Q4
II	80946	84277	YBL076C	.	-	80946	84277	0	1	3331	80938	Q4
XI	551626	552420	YKR057W	.	+	551626	552420	0	1	794	551621	Q4
XIII	221334	222733	YML027W	.	+	221334	222733	0	1	1399	221332	Q4
II	290469	291896	YBR025C	.	-	290469	291896	0	1	1427	290467	Q4
XV	759739	760861	YOR223W	.	+	759739	760861	0	1	1122	759732	Q4
V	510230	512232	YER165W	.	+	510230	512232	0	1	2002	510225	Q4
XII	63942	65304	YLL039C	.	-	63942	65304	0	1	1362	63936	Q4
XVI	74117	74786	YPL250C	.	-	74117	74786	0	1	669	74110	Q4
XV	718428	720254	YOR198C	.	-	718428	720254	0	1	1826	718421	Q4
XV	876998	877729	YOR298C-A	.	-	876998	877729	0	1	731	876990	Q4
XIV	424752	426864	YNL104C	.	-	424752	426864	0	1	2112	424748	Q4
XII	953250	954244	YLR414C	.	-	953250	954244	0	1	994	953241	Q4
XII	257842	259440	YLR058C	.	-	257842	259440	0	1	1598	257840	Q4
V	79524	80158	YEL039C	.	-	79524	80158	0	1	634	79517	Q4
XIII	251749	253024	YML008C	.	-	251749	253024	0	1	1275	251747	Q4
XII	265399	266361	YLR064W	.	+	265399	266361	0	1	962	265397	Q4
XIII	671774	674821	YMR205C	.	-	671774	674821	0	1	3047	671768	Q4
XIII	20684	21722	YML125C	.	-	20684	21722	0	1	1038	20682	Q4
XIV	351644	352327	YNL146W	.	+	351644	352327	0	1	683	351641	Q4
VII	1058910	1060086	YGR283C	.	-	1058910	1060086	0	1	1176	1058909	Q4
VI	82077	84065	YFL026W	.	+	82077	84065	0	1	1988	82069	Q4
XV	818812	820341	YOR264W	.	+	818812	820341	0	1	1529	818804	Q4
XV	304592	307687	YOL011W	.	+	304592	307687	0	1	3095	304589	Q4
IV	1162817	1164692	YDR345C	.	-	1162817	1164692	0	1	1875	1162816	Q4
I	65600	67841	YAL040C	.	-	65600	67841	0	1	2241	65594	Q4
VIII	491876	493709	YHR196W	.	+	491876	493709	0	1	1833	491872	Q4
XIV	234321	235821	YNL220W	.	+	234321	235821	0	1	1500	234319	Q4
XIV	185452	186627	YNL246W	.	+	185452	186627	0	1	1175	185451	Q4
IV	540497	541261	YDR042C	.	-	540497	541261	0	1	764	540492	Q4
VI	87462	90638	YFL024C	.	-	87462	90638	0	1	3176	87454	Q4
VII	77942	78959	YGL224C	.	-	77942	78959	0	1	1017	77935	Q4
VI	62842	64057	YFL034C-B	.	-	62842	64057	0	1	1215	62836	Q4
X	466278	467055	YJR017C	.	-	466278	467055	0	1	777	466274	Q4
XI	284942	286259	YKL080W	.	+	284942	286259	0	1	1317	284940	Q4
XIV	517223	518009	YNL056W	.	+	517223	518009	0	1	786	517218	Q4
XII	867209	868493	YLR372W	.	+	867209	868493	0	1	1284	867201	Q4
IV	333006	333943	YDL069C	.	-	333006	333943	0	1	937	333003	Q4
X	348639	349232	YJL047C-A	.	-	348639	349232	0	1	593	348636	Q4
II	530729	532210	YBR143C	.	-	530729	532210	0	1	1481	530724	Q4
IV	550666	555649	YDR048C	.	-	550666	555649	0	1	4983	550661	Q4
XVI	100452	101481	YPL237W	.	+	100452	101481	0	1	1029	100451	Q4
IV	766613	768104	YDR153C	.	-	766613	768104	0	1	1491	766606	Q4
II	547385	548351	YBR153W	.	+	547385	548351	0	1	966	547380	Q4
IV	1466435	1468488	YDR508C	.	-	1466435	1468488	0	1	2053	1466434	Q4
VII	307413	308664	YGL105W	.	+	307413	308664	0	1	1251	307410	Q4
VII	278805	280532	YGL122C	.	-	278805	280532	0	1	1727	278803	Q4
VII	617383	617852	YGR063C	.	-	617383	617852	0	1	469	617377	Q4
XIV	303517	304664	YNL177C	.	-	303517	304664	0	1	1147	303514	Q4
XII	710762	712125	YLR287C	.	-	710762	712125	0	1	1363	710755	Q4
VII	56463	58994	YGL234W	.	+	56463	58994	0	1	2531	56458	Q4
II	59716	60762	YBL087C	.	-	59716	60762	0	1	1046	59711	Q4
VII	616250	617313	YGR062C	.	-	616250	617313	0	1	1063	616244	Q4
XII	199443	201468	YLR028C	.	-	199443	201468	0	1	2025	199442	Q4
XIII	668426	669875	YMR203W	.	+	668426	669875	0	1	1449	668420	Q4
XI	523296	523997	YKR045C	.	-	523296	523997	0	1	701	523291	Q4
III	106997	107519	YCL005W-A	.	+	106997	107519	0	1	522	106996	Q4
XIII	701730	703467	YMR217W	.	+	701730	703467	0	1	1737	701723	Q4
XII	626387	626948	YLR245C	.	-	626387	626948	0	1	561	626381	Q4
II	714726	716524	YBR248C	.	-	714726	716524	0	1	1798	714719	Q4
II	548265	549100	YBR154C	.	-	548265	549100	0	1	835	548260	Q4
XVI	810842	812683	YPR138C	.	-	810842	812683	0	1	1841	810834	Q4
XII	440440	441415	YLR150W	.	+	440440	441415	0	1	975	440436	Q4
X	629487	633004	YJR109C	.	-	629487	633004	0	1	3517	629481	Q4
XV	522996	525028	YOR108W	.	+	522996	525028	0	1	2032	522991	Q4
II	304739	305999	YBR034C	.	-	304739	305999	0	1	1260	304736	Q4
XII	341782	342933	YLR100W	.	+	341782	342933	0	1	1151	341779	Q4
V	16318	17937	YEL071W	.	+	16318	17937	0	1	1619	16317	Q4
VII	532971	533974	YGR026W	.	+	532971	533974	0	1	1003	532966	Q4
X	705686	706937	YJR148W	.	+	705686	706937	0	1	1251	705679	Q4
XII	341290	341649	YLR099W-A	.	+	341290	341649	0	1	359	341287	Q4
XVI	648596	650075	YPR041W	.	+	648596	650075	0	1	1479	648590	Q4
XIII	38114	39977	YML116W	.	+	38114	39977	0	1	1863	38111	Q4
X	452318	453514	YJR008W	.	+	452318	453514	0	1	1196	452314	Q4
XII	283844	285794	YLR077W	.	+	283844	285794	0	1	1950	283842	Q4
IV	1441358	1443431	YDR496C	.	-	1441358	1443431	0	1	2073	1441357	Q4
XIII	533101	534743	YMR131C	.	-	533101	534743	0	1	1642	533096	Q4
XI	430066	430674	YKL006C-A	.	-	430066	430674	0	1	608	430062	Q4
XVI	121737	125609	YPL226W	.	+	121737	125609	0	1	3872	121736	Q4
IV	563465	564988	YDR055W	.	+	563465	564988	0	1	1523	563460	Q4
IV	720787	721533	YDR133C	.	-	720787	721533	0	1	746	720780	Q4
XIII	252998	253293	YML007C-A	.	-	252998	253293	0	1	295	252996	Q4
IX	322143	324181	YIL015W	.	+	322143	324181	0	1	2038	322140	Q4
XVI	451462	453241	YPL057C	.	-	451462	453241	0	1	1779	451458	Q4
III	64572	65601	YCL031C	.	-	64572	65601	0	1	1029	64566	Q4
II	427646	429130	YBR092C	.	-	427646	429130	0	1	1484	427642	Q4
IV	338127	340221	YDL063C	.	-	338127	340221	0	1	2094	338124	Q4
XV	720395	721749	YOR201C	.	-	720395	721749	0	1	1354	720388	Q4
V	546788	548213	YER178W	.	+	546788	548213	0	1	1425	546783	Q4
XVI	64794	66789	YPL256C	.	-	64794	66789	0	1	1995	64788	Q4
XI	335015	336191	YKL055C	.	-	335015	336191	0	1	1176	335012	Q4
XIII	160096	162115	YML057W	.	+	160096	162115	0	1	2019	160095	Q4
XII	260941	262865	YLR060W	.	+	260941	262865	0	1	1924	260939	Q4
XI	524058	525083	YKR046C	.	-	524058	525083	0	1	1025	524053	Q4
XII	921940	922558	YLR400W	.	+	921940	922558	0	1	618	921931	Q4
V	339638	342237	YER091C	.	-	339638	342237	0	1	2599	339635	Q4
X	700860	701757	YJR144W	.	+	700860	701757	0	1	897	700853	Q4
XIV	167047	167817	YNL255C	.	-	167047	167817	0	1	770	167046	Q4
IV	1443603	1445542	YDR497C	.	-	1443603	1445542	0	1	1939	1443602	Q4
VII	360098	361929	YGL078C	.	-	360098	361929	0	1	1831	360095	Q4
IV	414969	416945	YDL020C	.	-	414969	416945	0	1	1976	414965	Q4
VII	95810	97121	YGL209W	.	+	95810	97121	0	1	1311	95801	Q4
XV	827924	830745	YOR270C	.	-	827924	830745	0	1	2821	827916	Q4
XII	523574	524450	YLR186W	.	+	523574	524450	0	1	876	523569	Q4
XII	500324	501096	YLR170C	.	-	500324	501096	0	1	772	500319	Q4
II	306169	306985	YBR035C	.	-	306169	306985	0	1	816	306166	Q4
XVI	95291	96266	YPL241C	.	-	95291	96266	0	1	975	95282	Q4
XVI	480506	481180	YPL038W	.	+	480506	481180	0	1	674	480502	Q4
II	443784	444743	YBR101C	.	-	443784	444743	0	1	959	443780	Q4
II	607443	609042	YBR192W	.	+	607443	609042	0	1	1599	607437	Q4
XIV	187025	187529	YNL244C	.	-	187025	187529	0	1	504	187024	Q4
IV	1323343	1324272	YDR428C	.	-	1323343	1324272	0	1	929	1323342	Q4
VIII	371747	372673	YHR134W	.	+	371747	372673	0	1	926	371744	Q4
XV	255302	256160	YOL038W	.	+	255302	256160	0	1	858	255300	Q4
XII	663189	665036	YLR259C	.	-	663189	665036	0	1	1847	663183	Q4
II	236468	237079	YBL002W	.	+	236468	237079	0	1	611	236466	Q4
III	104470	105563	YCL009C	.	-	104470	105563	0	1	1093	104469	Q4
XV	842795	843725	YOR278W	.	+	842795	843725	0	1	930	842787	Q4
VII	672185	675590	YGR094W	.	+	672185	675590	0	1	3405	672179	Q4
VII	866241	867552	YGR185C	.	-	866241	867552	0	1	1311	866233	Q4
III	190565	191803	YCR034W	.	+	190565	191803	0	1	1238	190564	Q4
X	450923	452094	YJR007W	.	+	450923	452094	0	1	1171	450919	Q4
XV	812334	813733	YOR259C	.	-	812334	813733	0	1	1399	812326	Q4
II	237077	237478	YBL001C	.	-	237077	237478	0	1	401	237075	Q4
XV	1026786	1028158	YOR368W	.	+	1026786	1028158	0	1	1372	1026785	Q4
X	569490	570621	YJR070C	.	-	569490	570621	0	1	1131	569485	Q4
XIII	623384	626036	YMR182W-A	.	+	623384	626036	0	1	2652	623378	Q4
XIV	426069	427108	YNL103W-A	.	+	426069	427108	0	1	1039	426065	Q4
XVI	876173	876667	YPR166C	.	-	876173	876667	0	1	494	876165	Q4
XVI	829753	830604	YPR149W	.	+	829753	830604	0	1	851	829745	Q4
XIV	417705	418526	YNL110C	.	-	417705	418526	0	1	821	417701	Q4
VII	1048462	1050053	YGR279C	.	-	1048462	1050053	0	1	1591	1048461	Q4
IV	1453016	1454512	YDR502C	.	-	1453016	1454512	0	1	1496	1453015	Q4
II	395293	398302	YBR079C	.	-	395293	398302	0	1	3009	395290	Q4
VII	400571	401352	YGL054C	.	-	400571	401352	0	1	781	400567	Q4
XII	658621	659887	YLR257W	.	+	658621	659887	0	1	1266	658615	Q4
XIII	623327	624258	YMR181C	.	-	623327	624258	0	1	931	623321	Q4
XV	407923	410009	YOR041C	.	-	407923	410009	0	1	2086	407919	Q4
VI	42796	43592	YFL046W	.	+	42796	43592	0	1	796	42792	Q4
III	103524	104370	YCL010C	.	-	103524	104370	0	1	846	103523	Q4
VIII	282490	283330	YHR089C	.	-	282490	283330	0	1	840	282488	Q4
III	101964	103386	YCL011C	.	-	101964	103386	0	1	1422	101963	Q4
XII	196765	198113	YLR027C	.	-	196765	198113	0	1	1348	196764	Q4
IV	1322174	1323468	YDR427W	.	+	1322174	1323468	0	1	1294	1322173	Q4
XVI	498031	499388	YPL028W	.	+	498031	499388	0	1	1357	498027	Q4
XVI	22885	24745	YPL274W	.	+	22885	24745	0	1	1860	22883	Q4
XI	521860	523414	YKR044W	.	+	521860	523414	0	1	1554	521855	Q4
I	76400	79561	YAL035W	.	+	76400	79561	0	1	3161	76393	Q4
XV	888958	889828	YOR305W	.	+	888958	889828	0	1	870	888950	Q4
XIII	56467	57518	YML106W	.	+	56467	57518	0	1	1051	56462	Q4
VII	739915	741774	YGR124W	.	+	739915	741774	0	1	1859	739908	Q4
VIII	161583	164764	YHR027C	.	-	161583	164764	0	1	3181	161582	Q4
III	160601	162241	YCR024C	.	-	160601	162241	0	1	1640	160600	Q4
VII	1019473	1021860	YGR264C	.	-	1019473	1021860	0	1	2387	1019472	Q4
XIV	507633	508745	YNL063W	.	+	507633	508745	0	1	1112	507628	Q4
XVI	719500	720488	YPR093C	.	-	719500	720488	0	1	988	719493	Q4
VI	264178	265704	YFR055W	.	+	264178	265704	0	1	1526	264176	Q4
XV	410477	412486	YOR043W	.	+	410477	412486	0	1	2009	410473	Q4
XI	341176	342546	YKL051W	.	+	341176	342546	0	1	1370	341173	Q4
XI	557594	559024	YKR061W	.	+	557594	559024	0	1	1430	557589	Q4
XI	559604	560773	YKR062W	.	+	559604	560773	0	1	1169	559599	Q4
XVI	875170	876131	YPR165W	.	+	875170	876131	0	1	961	875162	Q4
II	581544	582200	YBR173C	.	-	581544	582200	0	1	656	581539	Q4
XVI	577438	581238	YPR010C	.	-	577438	581238	0	1	3800	577433	Q4
XIV	343406	345498	YNL154C	.	-	343406	345498	0	1	2092	343403	Q4
XII	707353	708253	YLR285W	.	+	707353	708253	0	1	900	707346	Q4
XVI	646319	647085	YPR037C	.	-	646319	647085	0	1	766	646313	Q4
XI	208155	210289	YKL125W	.	+	208155	210289	0	1	2134	208153	Q4
XIII	410683	411345	YMR071C	.	-	410683	411345	0	1	662	410679	Q4
III	216655	218318	YCR053W	.	+	216655	218318	0	1	1663	216653	Q4
XVI	25013	26167	YPL273W	.	+	25013	26167	0	1	1154	25011	Q4
XII	902851	903480	YLR390W	.	+	902851	903480	0	1	629	902842	Q4
XV	830988	832094	YOR271C	.	-	830988	832094	0	1	1106	830980	Q4
IV	103526	104579	YDL198C	.	-	103526	104579	0	1	1053	103525	Q4
XIII	664630	665869	YMR200W	.	+	664630	665869	0	1	1239	664624	Q4
XVI	434283	435817	YPL060W	.	+	434283	435817	0	1	1534	434279	Q4
XV	200210	201945	YOL068C	.	-	200210	201945	0	1	1735	200208	Q4
IX	186435	187655	YIL094C	.	-	186435	187655	0	1	1220	186434	Q4
IV	1261558	1263054	YDR394W	.	+	1261558	1263054	0	1	1496	1261557	Q4
IX	257726	258309	YIL051C	.	-	257726	258309	0	1	583	257724	Q4
XVI	184869	187819	YPL190C	.	-	184869	187819	0	1	2950	184868	Q4
XII	346957	348205	YLR105C	.	-	346957	348205	0	1	1248	346954	Q4
VIII	33040	34196	YHL034C	.	-	33040	34196	0	1	1156	33037	Q4
XIV	531693	532443	YNL052W	.	+	531693	532443	0	1	750	531688	Q4
XV	612939	616933	YOR151C	.	-	612939	616933	0	1	3994	612933	Q4
V	48398	51594	YEL055C	.	-	48398	51594	0	1	3196	48394	Q4
VI	55247	56010	YFL038C	.	-	55247	56010	0	1	763	55242	Q4
XII	339697	341028	YLR099C	.	-	339697	341028	0	1	1331	339694	Q4
VIII	143922	146146	YHR020W	.	+	143922	146146	0	1	2224	143921	Q4
IV	741847	744020	YDR143C	.	-	741847	744020	0	1	2173	741840	Q4
XIII	888876	892368	YMR308C	.	-	888876	892368	0	1	3492	888868	Q4
VII	611811	616010	YGR061C	.	-	611811	616010	0	1	4199	611805	Q4
XI	242978	245575	YKL104C	.	-	242978	245575	0	1	2597	242976	Q4
XI	339064	339528	YKL053C-A	.	-	339064	339528	0	1	464	339061	Q4
VII	727964	729760	YGR119C	.	-	727964	729760	0	1	1796	727957	Q4
IV	190892	192407	YDL147W	.	+	190892	192407	0	1	1515	190891	Q4
XIV	289344	291983	YNL186W	.	+	289344	291983	0	1	2639	289342	Q4
XV	1029020	1031334	YOR370C	.	-	1029020	1031334	0	1	2314	1029019	Q4
XVI	645874	646419	YPR036W-A	.	+	645874	646419	0	1	545	645868	Q4
VIII	168748	170548	YHR030C	.	-	168748	170548	0	1	1800	168747	Q4
XVI	297461	298415	YPL135W	.	+	297461	298415	0	1	954	297459	Q4
V	100705	101504	YEL027W	.	+	100705	101504	0	1	799	100704	Q4
XV	815837	817029	YOR261C	.	-	815837	817029	0	1	1192	815829	Q4
X	555863	557648	YJR064W	.	+	555863	557648	0	1	1785	555858	Q4
XV	804347	805023	YOR253W	.	+	804347	805023	0	1	676	804339	Q4
XII	823496	826533	YLR347C	.	-	823496	826533	0	1	3037	823488	Q4
XIII	501044	501913	YMR117C	.	-	501044	501913	0	1	869	501039	Q4
XV	60262	61104	YOL139C	.	-	60262	61104	0	1	842	60256	Q4
IX	217758	220762	YIL075C	.	-	217758	220762	0	1	3004	217756	Q4
IV	1020638	1021768	YDR280W	.	+	1020638	1021768	0	1	1130	1020637	Q4
V	222563	223215	YER035W	.	+	222563	223215	0	1	652	222561	Q4
V	121466	122392	YEL018W	.	+	121466	122392	0	1	926	121465	Q4
XVI	453207	453915	YPL056C	.	-	453207	453915	0	1	708	453203	Q4
IX	83274	84921	YIL142W	.	+	83274	84921	0	1	1647	83266	Q4
IV	238901	239607	YDL125C	.	-	238901	239607	0	1	706	238899	Q4
XII	780901	781400	YLR325C	.	-	780901	781400	0	1	499	780894	Q4
V	223262	225232	YER036C	.	-	223262	225232	0	1	1970	223260	Q4
XVI	481375	481932	YPL037C	.	-	481375	481932	0	1	557	481371	Q4
II	603501	604182	YBR188C	.	-	603501	604182	0	1	681	603495	Q4
VIII	499063	499955	YHR200W	.	+	499063	499955	0	1	892	499059	Q4
XIII	553245	554559	YMR144W	.	+	553245	554559	0	1	1314	553240	Q4
III	259542	260084	YCR083W	.	+	259542	260084	0	1	542	259540	Q4
XII	370747	371365	YLR112W	.	+	370747	371365	0	1	618	370744	Q4
XIV	65651	66308	YNL300W	.	+	65651	66308	0	1	657	65645	Q4
VII	1024915	1025894	YGR267C	.	-	1024915	1025894	0	1	979	1024914	Q4
V	122330	122968	YEL017C-A	.	-	122330	122968	0	1	638	122329	Q4
XVI	251978	254380	YPL158C	.	-	251978	254380	0	1	2402	251976	Q4
XI	556490	557407	YKR060W	.	+	556490	557407	0	1	917	556485	Q4
XIII	55235	56282	YML107C	.	-	55235	56282	0	1	1047	55230	Q4
II	429480	430986	YBR093C	.	-	429480	430986	0	1	1506	429476	Q4
XIV	723311	724341	YNR054C	.	-	723311	724341	0	1	1030	723304	Q4
XV	898846	899975	YOR311C	.	-	898846	899975	0	1	1129	898838	Q4
IV	784828	786287	YDR165W	.	+	784828	786287	0	1	1459	784821	Q4
XIV	716342	719068	YNR051C	.	-	716342	719068	0	1	2726	716335	Q4
X	154845	156210	YJL137C	.	-	154845	156210	0	1	1365	154844	Q4
XI	94150	96378	YKL185W	.	+	94150	96378	0	1	2228	94141	Q4
V	166147	166925	YER007C-A	.	-	166147	166925	0	1	778	166146	Q4
XI	574679	576043	YKR071C	.	-	574679	576043	0	1	1364	574674	Q4
XII	732500	733984	YLR303W	.	+	732500	733984	0	1	1484	732493	Q4
XV	67226	68976	YOL136C	.	-	67226	68976	0	1	1750	67220	Q4
III	31431	34078	YCL054W	.	+	31431	34078	0	1	2647	31428	Q4
XIII	268859	271166	YMR001C	.	-	268859	271166	0	1	2307	268857	Q4
XV	503435	504398	YOR095C	.	-	503435	504398	0	1	963	503430	Q4
XII	1039082	1041538	YLR452C	.	-	1039082	1041538	0	1	2456	1039081	Q4
XVI	592156	593161	YPR016C	.	-	592156	593161	0	1	1005	592151	Q4
XIII	626676	627885	YMR183C	.	-	626676	627885	0	1	1209	626670	Q4
XII	640272	641135	YLR250W	.	+	640272	641135	0	1	863	640266	Q4
IV	1263207	1266255	YDR395W	.	+	1263207	1266255	0	1	3048	1263206	Q4
XII	402750	404196	YLR130C	.	-	402750	404196	0	1	1446	402746	Q4
IV	1360907	1362234	YDR451C	.	-	1360907	1362234	0	1	1327	1360906	Q4
XIII	11388	13275	YML130C	.	-	11388	13275	0	1	1887	11387	Q4
IV	371199	372038	YDL046W	.	+	371199	372038	0	1	839	371196	Q4
VIII	80432	81716	YHL011C	.	-	80432	81716	0	1	1284	80424	Q4
XV	813939	815841	YOR260W	.	+	813939	815841	0	1	1902	813931	Q4
VI	130196	131198	YFL005W	.	+	130196	131198	0	1	1002	130195	Q4
XIII	251161	251558	YML009C	.	-	251161	251558	0	1	397	251159	Q4
IV	1151714	1153647	YDR341C	.	-	1151714	1153647	0	1	1933	1151713	Q4
XVI	878655	880244	YPR169W	.	+	878655	880244	0	1	1589	878647	Q4
X	526288	526838	YJR048W	.	+	526288	526838	0	1	550	526283	Q4
XVI	715944	718496	YPR091C	.	-	715944	718496	0	1	2552	715937	Q4
XVI	153465	154214	YPL211W	.	+	153465	154214	0	1	749	153464	Q4
VII	915185	916900	YGR211W	.	+	915185	916900	0	1	1715	915176	Q4
IX	212450	214776	YIL078W	.	+	212450	214776	0	1	2326	212448	Q4
XVI	460619	462161	YPL050C	.	-	460619	462161	0	1	1542	460615	Q4
VIII	127771	129182	YHR011W	.	+	127771	129182	0	1	1411	127770	Q4
XIV	332456	334956	YNL161W	.	+	332456	334956	0	1	2500	332453	Q4
IV	160815	163210	YDL167C	.	-	160815	163210	0	1	2395	160814	Q4
XII	97853	98889	YLL023C	.	-	97853	98889	0	1	1036	97844	Q4
VI	95927	97505	YFL021W	.	+	95927	97505	0	1	1578	95918	Q4
XI	96596	98440	YKL184W	.	+	96596	98440	0	1	1844	96587	Q4
XV	868293	869100	YOR294W	.	+	868293	869100	0	1	807	868285	Q4
XIII	624089	625280	YMR182C	.	-	624089	625280	0	1	1191	624083	Q4
IV	305068	306664	YDL084W	.	+	305068	306664	0	1	1596	305065	Q4
XVI	296683	298108	YPL135C-A	.	-	296683	298108	0	1	1425	296681	Q4
IV	1491062	1492491	YDR527W	.	+	1491062	1492491	0	1	1429	1491061	Q4
V	196916	198645	YER021W	.	+	196916	198645	0	1	1729	196915	Q4
IV	1495974	1496590	YDR529C	.	-	1495974	1496590	0	1	616	1495973	Q4
XII	539842	540589	YLR193C	.	-	539842	540589	0	1	747	539837	Q4
XIV	701874	703232	YNR043W	.	+	701874	703232	0	1	1358	701867	Q4
VIII	184765	186919	YHR039C	.	-	184765	186919	0	1	2154	184764	Q4
V	177773	178560	YER012W	.	+	177773	178560	0	1	787	177772	Q4
V	205192	207092	YER025W	.	+	205192	207092	0	1	1900	205190	Q4
XVI	897142	899727	YPR181C	.	-	897142	899727	0	1	2585	897134	Q4
I	138796	142152	YAL004W	.	+	138796	142152	0	1	3356	138795	Q4
V	237444	238055	YER044C	.	-	237444	238055	0	1	611	237442	Q4
VIII	462460	463807	YHR179W	.	+	462460	463807	0	1	1347	462456	Q4
XV	1011118	1012883	YOR359W	.	+	1011118	1012883	0	1	1765	1011117	Q4
XII	844174	845864	YLR359W	.	+	844174	845864	0	1	1690	844166	Q4
II	424948	425806	YBR088C	.	-	424948	425806	0	1	858	424944	Q4
VII	998300	999200	YGR253C	.	-	998300	999200	0	1	900	998291	Q4
VIII	423692	424611	YHR163W	.	+	423692	424611	0	1	919	423688	Q4
XV	1013138	1015053	YOR360C	.	-	1013138	1015053	0	1	1915	1013137	Q4
VII	649568	650698	YGR086C	.	-	649568	650698	0	1	1130	649562	Q4
X	209792	211666	YJL110C	.	-	209792	211666	0	1	1874	209790	Q4
X	383810	386230	YJL033W	.	+	383810	386230	0	1	2420	383807	Q4
XII	547705	548816	YLR199C	.	-	547705	548816	0	1	1111	547700	Q4
VII	617468	618119	YGR064W	.	+	617468	618119	0	1	651	617462	Q4
IV	564918	565698	YDR056C	.	-	564918	565698	0	1	780	564913	Q4
VIII	76036	77314	YHL014C	.	-	76036	77314	0	1	1278	76029	Q4
XII	875579	877383	YLR378C	.	-	875579	877383	0	1	1804	875571	Q4
XV	552111	552915	YOR122C	.	-	552111	552915	0	1	804	552106	Q4
IV	169168	169636	YDL160C-A	.	-	169168	169636	0	1	468	169167	Q4
IV	1013283	1013684	YDR276C	.	-	1013283	1013684	0	1	401	1013282	Q4
VII	858910	859504	YGR183C	.	-	858910	859504	0	1	594	858902	Q4
XIV	412722	413378	YNL113W	.	+	412722	413378	0	1	656	412718	Q4
